,a,b,c,d,e,f,cluster
792,0.0,3.0,1.0,193.9788614,1.97326905,10038.94865633,three
793,0.0,4.0,2.0,175.4368614,1.97328854,8248.42138255,three
794,0.0,3.0,1.0,185.1718614,2.0165491,10421.04733427,three
795,0.0,4.0,2.0,171.2028614,1.9651134,9201.72677187,three
796,0.0,3.0,1.0,155.1668614,1.76792487,7200.17474359,three
797,0.0,3.0,1.0,169.8888614,1.78729207,8188.01344505,three
798,0.0,3.0,1.0,180.8288614,1.86017539,9153.84466241,three
799,0.0,3.0,1.0,170.0948614,1.78326949,8538.21315242,three
800,0.0,3.0,1.0,161.7328614,1.75088834,8265.00357382,four
801,0.0,3.0,1.0,155.9528614,1.78858971,7817.27599614,four
802,0.0,3.0,1.0,175.4278614,1.94855998,9886.84837963,four
803,0.0,4.0,2.0,154.3568614,1.74592593,7682.99167606,four
804,0.0,3.0,1.0,159.6248614,1.87622258,7075.75141436,four
805,0.0,2.0,0.0,145.9378614,1.71534628,5492.61195697,four
806,0.0,3.0,1.0,170.1368614,1.94324951,8860.47527332,four
807,0.0,3.0,1.0,167.2988614,1.82190947,9237.22029982,four
808,0.0,3.0,1.0,154.5368614,1.68042689,7140.10054526,four
809,0.0,3.0,1.0,153.3308614,1.72464344,7442.69212261,four
810,0.0,4.0,1.0,154.9928614,1.77318878,7537.86346495,four
811,0.0,3.0,1.0,153.5288614,1.76663919,7098.60031932,four
812,0.0,4.0,2.0,155.6288614,1.79829973,7490.57478418,four
813,0.0,3.0,1.0,169.7128614,1.86212613,9081.4112201,four
814,0.0,4.0,2.0,160.0548614,1.86834689,9065.88240283,four
815,0.0,3.0,1.0,170.2508614,1.82045424,9238.21504904,four
816,0.0,3.0,1.0,146.3508614,1.69251243,7045.28570481,four
817,0.0,4.0,2.0,139.3708614,1.52574871,4872.0284069,four
818,0.0,3.0,1.0,152.8668614,1.79523171,6631.01559274,four
819,1.0,3.0,3.0,146.8638614,1.54937659,4952.08536698,four
820,0.0,2.0,0.0,162.6268614,1.7229165,7025.18058338,four
821,0.0,3.0,1.0,166.1568614,1.82035707,8595.742624,four
822,0.0,2.0,0.0,145.8128614,1.62975073,5873.68801386,four
823,0.0,6.0,2.0,118.1248614,1.57786176,4756.59084591,four
824,0.0,3.0,1.0,162.1628614,1.83865879,9115.76782412,four
825,0.0,3.0,1.0,163.3368614,1.8564742,8800.60121098,four
826,0.0,3.0,1.0,174.3468614,1.82784733,9602.3226631,four
827,0.0,2.0,0.0,156.9948614,1.71353222,6757.23655226,four
828,0.0,3.0,1.0,162.4948614,1.72639489,8058.97657998,four
829,0.0,3.0,1.0,156.7788614,1.69228,7357.32408241,four
830,0.0,3.0,1.0,152.1648614,1.77776833,8090.03082449,four
831,0.0,3.0,1.0,160.6008614,1.85731025,7466.42023029,four
832,0.0,3.0,1.0,149.9148614,1.6902564,6906.86910031,four
833,0.0,2.0,0.0,152.2648614,1.69390587,5996.5288181,four
834,0.0,2.0,0.0,152.1228614,1.77121183,6661.76228821,four
835,0.0,2.0,0.0,157.7468614,1.7191683,7312.45456065,four
836,0.0,2.0,0.0,168.2008614,1.8076472,8384.33337408,four
837,0.0,3.0,1.0,138.0968614,1.53035213,5602.35019121,four
838,0.0,3.0,1.0,164.1228614,1.72543221,8533.38108543,four
839,0.0,4.0,2.0,165.0588614,1.89302446,6946.70657449,four
840,0.0,3.0,1.0,158.9128614,1.74099431,7359.52750606,four
841,0.0,4.0,2.0,161.8168614,1.77280953,8095.26066754,four
842,0.0,3.0,1.0,156.9028614,1.75370369,7847.20144767,four
843,0.0,3.0,1.0,154.7868614,1.77229012,6892.6432378,four
844,0.0,3.0,1.0,151.8828614,1.6989292,6699.96983825,four
845,0.0,3.0,1.0,157.1768614,1.75953057,7474.7980218,four
846,0.0,3.0,1.0,162.3458614,1.74093775,8835.0790058,four
847,0.0,3.0,1.0,173.5928614,1.83650506,8935.83116468,four
848,0.0,2.0,0.0,158.4168614,1.74746143,7458.45900212,four
849,0.0,2.0,0.0,157.2508614,1.66011814,6977.89773411,four
850,0.0,3.0,1.0,155.2488614,1.75039605,6838.1535739,four
851,0.0,2.0,0.0,146.2688614,1.59407792,5163.62160963,four
852,0.0,3.0,1.0,162.7248614,1.82740285,9359.88244691,four
853,0.0,3.0,1.0,163.6848614,1.75402979,7703.2111002,four
854,0.0,2.0,0.0,155.1928614,1.74836876,6225.59989478,four
855,0.0,3.0,1.0,157.1668614,1.77060741,6909.18411373,four
856,0.0,3.0,1.0,141.1488614,1.56780697,6003.00526087,four
857,0.0,2.0,0.0,152.6548614,1.72390533,5971.70651707,four
858,0.0,3.0,1.0,149.7408614,1.71169645,6359.7405547,four
859,0.0,3.0,1.0,154.9348614,1.68852235,7329.97313433,four
860,0.0,3.0,1.0,159.2268614,1.85868151,8155.17575303,four
861,0.0,4.0,2.0,168.1268614,1.88359507,9468.03359224,four
862,0.0,2.0,0.0,154.9188614,1.77673099,6394.65838259,four
863,0.0,2.0,0.0,155.7868614,1.65278434,6634.18562276,four
864,0.0,3.0,1.0,162.4768614,1.83189013,7243.71582159,four
865,0.0,2.0,0.0,149.1208614,1.63371655,5774.54873649,four
866,0.0,3.0,1.0,167.6128614,1.96161757,8222.61415622,four
867,0.0,5.0,1.0,99.5088614,1.5499579,3579.87140209,four
868,0.0,3.0,1.0,167.6128614,1.87047531,9006.57685569,four
869,0.0,2.0,0.0,162.5688614,1.74966161,7734.96519969,four
870,0.0,3.0,1.0,165.6028614,1.90875195,9296.39712504,four
871,0.0,3.0,1.0,161.3448614,1.7202881,7030.03744137,four
872,0.0,4.0,2.0,156.0188614,1.67067678,7963.75628134,four
873,0.0,3.0,1.0,171.2528614,1.90366257,8865.65128378,four
874,0.0,2.0,0.0,133.7888614,1.33020044,3193.35524586,four
875,0.0,3.0,1.0,172.4668614,1.73757155,8243.74340778,four
876,0.0,3.0,1.0,152.1888614,1.7570769,7573.70828693,four
877,0.0,4.0,2.0,160.1628614,1.79295762,8453.77217665,four
878,0.0,3.0,1.0,162.1628614,1.70364395,8031.62324464,four
879,0.0,3.0,1.0,165.6788614,1.74909365,6871.44036713,four
880,0.0,2.0,0.0,153.9588614,1.68799348,6349.39756779,four
881,0.0,2.0,0.0,144.0848614,1.65934922,5879.52134197,four
882,0.0,4.0,2.0,167.8528614,1.76833376,8463.83579573,four
883,0.0,3.0,0.0,147.0608614,1.40728573,4731.5133327,four
884,0.0,3.0,1.0,156.5648614,1.59370801,7486.87665627,four
885,0.0,3.0,1.0,154.7028614,1.68473716,7370.12120835,four
886,0.0,3.0,1.0,159.4588614,1.69654766,7908.00339705,four
887,0.0,3.0,1.0,158.1768614,1.76794319,8837.69004848,four
888,0.0,3.0,1.0,158.7068614,1.67902039,8574.68295226,four
889,0.0,3.0,1.0,152.4208614,1.62051535,6407.95092597,four
890,0.0,4.0,2.0,168.4068614,1.90178998,9563.35209864,four
891,0.0,3.0,1.0,147.8888614,1.60219616,6286.78862989,four
892,0.0,2.0,0.0,155.7208614,1.75291979,6811.65807908,four
893,0.0,4.0,2.0,155.9608614,1.77263915,7675.37395462,four
894,0.0,2.0,0.0,163.2968614,1.88060367,7781.64015149,four
895,0.0,3.0,1.0,164.2888614,1.73441924,8314.07354031,four
896,0.0,2.0,0.0,152.9588614,1.75425217,7027.38511048,four
897,0.0,3.0,1.0,162.6848614,1.81264683,8306.16044722,four
898,0.0,4.0,2.0,168.4148614,1.86488962,9126.64509546,four
899,0.0,4.0,2.0,169.6068614,1.98666431,9267.35803588,four
900,0.0,2.0,0.0,152.6048614,1.82732984,7040.54179101,four
901,0.0,3.0,1.0,168.8948614,1.90121697,9983.23234315,four
902,0.0,3.0,1.0,179.2408614,1.9592731,10298.70077143,four
903,0.0,3.0,1.0,165.1728614,1.93472732,9146.97915479,four
904,0.0,2.0,0.0,136.3928614,1.36803896,3387.76163148,four
905,0.0,2.0,0.0,157.2268614,1.8167647,7665.67098528,four
906,0.0,3.0,1.0,177.9088614,1.96247338,9006.60706368,four
907,0.0,3.0,1.0,152.2388614,1.67293046,6403.84205464,four
908,0.0,3.0,1.0,177.3718614,1.95207773,10193.53626548,four
909,0.0,3.0,1.0,165.8928614,1.74283043,8894.77132927,four
910,0.0,3.0,1.0,153.9508614,1.76855486,7029.15084607,four
911,0.0,3.0,1.0,158.1288614,1.80906604,7696.02357646,four
912,0.0,3.0,1.0,152.7768614,1.69303193,7281.13993918,four
913,0.0,3.0,1.0,152.0068614,1.72211605,7239.5984851,four
914,0.0,3.0,1.0,164.8928614,1.80924005,7835.67050126,four
915,0.0,3.0,1.0,158.1028614,1.78257426,6902.26456977,four
916,0.0,3.0,1.0,152.2468614,1.73749199,7674.50611607,four
917,0.0,3.0,1.0,152.9508614,1.64137559,5971.3712661,four
918,0.0,3.0,1.0,153.6028614,1.768963,7176.36622421,four
919,0.0,3.0,1.0,166.0168614,1.78807285,8751.43383554,four
920,0.0,3.0,1.0,152.8508614,1.78731651,7950.14029821,four
921,0.0,2.0,0.0,155.7048614,1.73758801,6036.6542811,four
922,0.0,3.0,1.0,163.0148614,1.89319898,8200.81666235,four
923,0.0,3.0,1.0,157.0528614,1.7116049,6720.01525585,four
924,0.0,3.0,1.0,152.8088614,1.70794504,6332.25928752,four
925,0.0,2.0,0.0,163.2228614,1.90045243,7578.8508965,four
926,0.0,2.0,0.0,144.9028614,1.55388539,5890.61383193,four
927,0.0,2.0,0.0,153.7688614,1.54134861,6642.73158437,four
928,0.0,4.0,1.0,157.6728614,1.76647456,6775.26588918,four
929,0.0,2.0,0.0,145.4488614,1.55080208,5775.93993999,four
930,0.0,4.0,2.0,145.6068614,1.699693,6961.11032834,four
931,0.0,3.0,1.0,179.8048614,1.87859315,9914.70621562,four
932,0.0,2.0,0.0,158.6488614,1.7137199,7364.01490889,four
933,0.0,3.0,1.0,162.3708614,1.77486795,8280.35446911,four
934,0.0,2.0,0.0,149.1288614,1.67207177,6858.85243118,four
935,0.0,3.0,1.0,168.5308614,1.64524762,7900.77406805,four
936,0.0,2.0,0.0,162.3948614,1.75033858,7507.13000038,four
937,0.0,3.0,1.0,167.4388614,1.83302037,7691.58358712,four
938,0.0,3.0,1.0,155.9348614,1.68071084,7086.93940095,four
939,0.0,3.0,1.0,131.8788614,1.48453498,3621.13195294,four
940,0.0,3.0,1.0,149.6758614,1.73242169,5827.96989315,four
941,0.0,3.0,1.0,159.8808614,1.69144059,7813.04669002,four
942,0.0,4.0,2.0,155.3728614,1.69582878,7497.890571,four
943,0.0,3.0,1.0,163.6208614,1.73835785,8313.90784365,four
944,0.0,3.0,1.0,145.4818614,1.65757688,5967.15809076,four
945,0.0,3.0,1.0,151.1968614,1.6755228,6378.67511286,four
946,0.0,3.0,1.0,163.0648614,1.73738651,8403.62396801,four
947,0.0,3.0,1.0,157.5488614,1.68342568,6946.21902093,four
948,0.0,3.0,1.0,155.7948614,1.69410633,6382.72416538,four
949,0.0,4.0,2.0,158.0948614,1.67964795,7023.2511188,four
950,0.0,3.0,1.0,154.9768614,1.82476097,6841.24582786,four
951,0.0,2.0,0.0,153.2808614,1.70653613,7560.467361,four
952,0.0,2.0,0.0,164.4048614,1.80116276,7544.11989085,four
953,0.0,2.0,0.0,161.2628614,1.74966974,6405.39042419,four
954,0.0,3.0,1.0,157.0268614,1.66711926,7316.13978168,four
955,0.0,2.0,0.0,148.0788614,1.62230075,6558.87674424,four
956,0.0,3.0,1.0,164.2388614,1.8256943,8714.93168067,four
957,0.0,3.0,1.0,154.1508614,1.80718137,7312.85540398,four
958,0.0,2.0,0.0,161.1868614,1.72477443,6760.36460757,four
959,0.0,3.0,1.0,179.9028614,1.82415887,9869.9873149,four
960,0.0,2.0,0.0,150.6608614,1.7647432,6041.30494492,four
961,0.0,3.0,1.0,174.6508614,1.84123528,9831.74303453,four
962,0.0,3.0,1.0,155.4308614,1.64090416,7442.47043847,four
963,0.0,3.0,1.0,159.7568614,1.70701839,7929.07169683,four
964,0.0,3.0,1.0,152.3708614,1.67820523,6924.09582833,four
965,0.0,3.0,1.0,165.1728614,1.79608228,8123.28509046,four
966,0.0,3.0,1.0,156.6048614,1.79458484,7836.86748431,four
967,0.0,3.0,1.0,148.6908614,1.70954721,6028.28150127,four
968,0.0,3.0,1.0,157.6648614,1.69811823,7705.12099673,four
969,0.0,3.0,1.0,150.0888614,1.72276112,6256.09689413,four
970,0.0,3.0,1.0,168.9608614,1.8331915,9456.09771976,four
971,0.0,2.0,0.0,146.4008614,1.58842002,5818.68168787,four
972,0.0,2.0,0.0,168.7708614,1.7817363,8563.05054549,four
973,0.0,2.0,0.0,153.5288614,1.68838759,5951.87584722,four
974,0.0,6.0,2.0,114.7188614,1.46045826,4695.09525811,four
975,0.0,3.0,1.0,164.2888614,1.82201122,7826.24935643,four
976,0.0,3.0,1.0,159.1528614,1.80745268,9255.02741174,four
977,0.0,4.0,2.0,154.4388614,1.76976396,8250.63891543,four
978,0.0,3.0,1.0,161.2048614,1.79896525,6392.07571344,four
979,0.0,4.0,2.0,164.2148614,1.82401191,7819.85176305,four
980,0.0,3.0,1.0,176.3948614,1.88344649,9628.85020876,four
981,0.0,3.0,1.0,171.7898614,1.93226761,8982.25641523,four
982,0.0,2.0,0.0,148.1288614,1.62776627,6230.0109315,four
983,0.0,4.0,2.0,175.3468614,1.95831579,9890.35018353,four
984,0.0,3.0,1.0,168.4568614,1.79740185,8899.88312117,four
985,0.0,3.0,1.0,176.6688614,2.01951197,8371.92057641,four
986,0.0,3.0,1.0,174.2788614,1.98406363,9116.31395407,four
987,0.0,2.0,0.0,150.9068614,1.73502529,6092.58605556,four
988,0.0,2.0,0.0,159.0448614,1.70800904,6636.69754428,four
989,0.0,2.0,0.0,160.7248614,1.80924885,6880.07858987,four
990,0.0,3.0,1.0,155.9528614,1.64872574,7043.90973115,four
991,0.0,3.0,1.0,157.1768614,1.70913414,5932.05290181,four
992,0.0,3.0,1.0,143.6048614,1.57447299,5483.12744176,four
993,0.0,3.0,1.0,146.0448614,1.66535045,6194.82269664,four
994,0.0,3.0,1.0,153.0568614,1.6261227,6476.26917055,four
995,0.0,2.0,0.0,151.8998614,1.71127054,5926.19298461,four
996,0.0,2.0,0.0,176.4128614,1.8959012,8599.26665274,four
997,0.0,3.0,1.0,140.3128614,1.52236644,5668.7560066,four
998,0.0,3.0,1.0,167.8028614,1.85811283,8587.88046053,four
999,0.0,3.0,1.0,161.5668614,1.8230868,8481.51096463,four
1000,0.0,2.0,0.0,209.6908614,2.09925077,14252.11793566,five
1001,0.0,3.0,1.0,164.5528614,1.66851466,6735.73773822,five
1002,0.0,2.0,0.0,209.7988614,2.05551632,13672.51993,five
1003,0.0,3.0,1.0,217.6228614,2.08492307,15740.51937416,five
1004,0.0,2.0,0.0,180.6798614,2.06876172,9746.83640521,five
1005,0.0,3.0,1.0,201.7348614,2.00950383,13699.03216397,five
1006,0.0,2.0,0.0,186.8088614,1.94511154,12189.99516565,five
1007,0.0,2.0,0.0,196.0468614,1.98913938,12145.22011469,five
1008,0.0,2.0,0.0,179.4488614,1.85712599,11172.93900744,five
1009,0.0,3.0,1.0,216.7618614,2.08753755,14591.28072843,five
1010,0.0,2.0,0.0,186.1888614,2.11965206,11926.49860138,five
1011,0.0,3.0,1.0,191.7708614,1.88229489,11819.86541611,five
1012,0.0,2.0,0.0,187.3788614,2.08778921,10873.17902565,five
1013,0.0,3.0,1.0,207.9708614,2.05000824,13458.90125865,five
1014,0.0,3.0,1.0,206.0108614,2.1450487,13672.78480308,five
1015,0.0,2.0,0.0,190.4308614,1.85239842,11344.8203844,five
1016,0.0,2.0,0.0,202.9268614,1.965788,13519.38881995,five
1017,0.0,3.0,1.0,224.4038614,2.27245103,16731.34824914,five
1018,0.0,3.0,1.0,221.4098614,2.25524821,16320.75440096,five
1019,0.0,2.0,0.0,195.1858614,2.01592333,12302.18837724,five
1020,0.0,2.0,0.0,180.0928614,2.03702507,9605.4689837,five
1021,0.0,3.0,1.0,201.0828614,2.07822224,13518.53665584,five
1022,0.0,3.0,1.0,201.7368614,2.12382195,13774.17085242,five
1023,0.0,2.0,0.0,194.8228614,1.93223847,11839.82989873,five
1024,0.0,2.0,0.0,184.9148614,1.93596978,11989.4115913,five
1025,0.0,3.0,1.0,189.9348614,1.85642433,11787.07654748,five
1026,0.0,2.0,0.0,190.3548614,1.99018455,10787.27553586,five
1027,0.0,3.0,1.0,169.8558614,1.95288811,9872.10531024,five
1028,0.0,2.0,0.0,188.7858614,1.83639684,12341.95965937,five
1029,0.0,2.0,0.0,179.4888614,1.77359218,10886.3583669,five
1030,0.0,2.0,0.0,178.9268614,2.07448242,9820.5662027,five
1031,0.0,3.0,1.0,210.4688614,2.02575229,15197.64923595,five
1032,0.0,2.0,0.0,166.4908614,1.63317496,6421.12134914,five
1033,0.0,2.0,0.0,197.5088614,2.02103976,12127.81383523,five
1034,0.0,3.0,1.0,192.2328614,1.95805559,12567.19435663,five
1035,0.0,3.0,1.0,186.6668614,1.91514383,11283.44456674,five
1036,0.0,3.0,1.0,218.9628614,2.30517184,16695.46779172,five
1037,0.0,2.0,0.0,199.9988614,1.97022427,11900.51624394,five
1038,0.0,3.0,1.0,196.1948614,2.06691739,12622.7634606,five
1039,0.0,2.0,0.0,201.5038614,2.03531269,12698.62604121,five
1040,0.0,3.0,1.0,215.3148614,2.16100379,15196.92998964,five
1041,0.0,3.0,1.0,209.5508614,2.24877236,14877.19003563,five
1042,0.0,2.0,0.0,176.8588614,1.88033644,9021.52496132,five
1043,0.0,2.0,0.0,213.3968614,2.17789238,14333.80085669,five
1044,0.0,2.0,0.0,186.2788614,1.76340537,10085.42642577,five
1045,0.0,3.0,1.0,211.0478614,2.1885686,15227.63658881,five
1046,0.0,2.0,0.0,191.9028614,2.23819842,11197.45948873,five
1047,0.0,3.0,1.0,194.4748614,2.00188244,12748.97861102,five
1048,0.0,2.0,0.0,189.9508614,2.15372878,11182.27663238,five
1049,0.0,3.0,1.0,189.8018614,1.7633157,11438.77821374,five
1050,0.0,2.0,0.0,192.5568614,1.92167826,11324.82093234,five
1051,0.0,3.0,1.0,183.8308614,1.85918964,10150.08381264,five
1052,0.0,2.0,0.0,188.1148614,1.83314224,11088.03713939,five
1053,0.0,2.0,0.0,174.2208614,2.02850543,9504.13924413,five
1054,0.0,3.0,1.0,192.0848614,2.13357714,11188.26743756,five
1055,0.0,3.0,1.0,215.2328614,2.10748553,14951.70855557,five
1056,0.0,2.0,0.0,175.8748614,1.9941302,9390.63390828,five
1057,0.0,3.0,1.0,183.8148614,1.83100068,11323.38392327,five
1058,0.0,2.0,0.0,216.8868614,2.15373142,15639.27044716,five
1059,0.0,3.0,1.0,178.7278614,1.93629926,9894.85772753,five
1060,0.0,2.0,0.0,191.1748614,2.06809934,11354.1599055,five
1061,0.0,2.0,0.0,180.2258614,1.94679396,11082.96232739,five
1062,0.0,2.0,0.0,157.4748614,1.85417344,8127.9897228,five
1063,0.0,2.0,0.0,178.8108614,2.05074318,9694.05978355,five
1064,0.0,2.0,0.0,203.4808614,1.96999349,13239.52595029,five
1065,0.0,3.0,1.0,212.0648614,1.9765875,14630.50074475,five
1066,0.0,3.0,1.0,193.6648614,1.90434653,13225.58060665,five
1067,0.0,3.0,1.0,205.4408614,2.00078727,14158.11916279,five
1068,0.0,3.0,1.0,198.5108614,2.00894863,12215.26643467,five
1069,0.0,3.0,1.0,187.7848614,1.85556786,12254.04003149,five
1070,0.0,3.0,1.0,210.6608614,2.1875135,15847.07312158,five
1071,0.0,3.0,1.0,205.3328614,2.13653424,14118.85041117,five
1072,0.0,3.0,1.0,179.6368614,1.81794197,10675.40951168,five
1073,0.0,2.0,0.0,186.4688614,2.01423065,10513.02171566,five
1074,0.0,3.0,1.0,191.1428614,2.03945705,13029.40532406,five
1075,0.0,3.0,1.0,206.9208614,2.38897816,13600.93711971,five
1076,0.0,3.0,1.0,190.8108614,2.15999308,12616.40893775,five
1077,0.0,2.0,0.0,195.0208614,1.94020721,12147.48413541,five
1078,0.0,2.0,0.0,189.4708614,2.1623047,10536.85473618,five
1079,0.0,3.0,1.0,190.4728614,1.93508918,11436.20231617,five
1080,0.0,2.0,0.0,204.0348614,1.9800269,13630.70528952,five
1081,0.0,2.0,0.0,184.3608614,1.91441292,9131.48776434,five
1082,0.0,3.0,1.0,219.3928614,2.21458342,14739.10779581,five
1083,0.0,3.0,1.0,212.2048614,2.18293838,15406.87537833,five
1084,0.0,2.0,0.0,191.6708614,2.08422034,10765.33570354,five
1085,0.0,2.0,0.0,194.5088614,1.99957165,11990.3379004,five
1086,0.0,2.0,0.0,193.6068614,2.09595004,13252.18439739,five
1087,0.0,2.0,0.0,152.5058614,1.66703412,6263.50538562,five
1088,0.0,3.0,1.0,192.2828614,1.98328371,12149.88239172,five
1089,0.0,2.0,0.0,177.7188614,1.82454725,9479.15525737,five
1090,0.0,3.0,1.0,185.6088614,1.83519227,11030.0495166,five
1091,0.0,3.0,1.0,206.3668614,1.99441361,13477.73288702,five
1092,0.0,3.0,1.0,196.4018614,2.01903189,12940.92032898,five
1093,0.0,3.0,1.0,169.8298614,1.71319085,9155.17560206,five
1094,0.0,3.0,1.0,208.0698614,2.10298181,14814.88333754,five
1095,0.0,3.0,1.0,199.3958614,1.94307337,13363.32699725,five
1096,0.0,3.0,1.0,210.5188614,2.07639239,15091.80552571,five
1097,0.0,3.0,1.0,195.9798614,2.27604324,12642.13338071,five
1098,0.0,2.0,0.0,197.0628614,1.87822579,11408.92296336,five
1099,0.0,3.0,1.0,197.8328614,2.00986233,12181.28685272,five
1100,0.0,2.0,0.0,173.7908614,2.00145753,9241.17846025,five
1101,0.0,2.0,0.0,170.0198614,1.68520297,8105.9909604,five
1102,0.0,3.0,1.0,200.6288614,2.00852955,13305.85370984,five
1103,0.0,3.0,1.0,198.9088614,2.01168233,13538.297111,five
1104,0.0,2.0,0.0,192.6888614,1.89359925,11999.5175401,five
1105,0.0,3.0,1.0,200.6528614,1.98150579,13896.45950601,five
1106,0.0,3.0,1.0,205.5408614,2.12287209,14013.70409297,five
1107,0.0,2.0,0.0,201.2068614,2.11971892,12258.61997845,five
1108,0.0,3.0,1.0,173.6828614,1.66395848,8841.96861598,five
1109,0.0,2.0,0.0,197.2128614,2.10422276,12509.4601955,five
1110,0.0,3.0,1.0,186.0388614,1.80967565,10115.29872417,five
1111,0.0,3.0,1.0,190.1088614,1.95693977,12037.73784665,five
1112,0.0,3.0,1.0,227.0688614,2.30538785,17080.82421909,five
1113,0.0,2.0,0.0,205.3248614,2.06860979,12950.39248214,five
1114,0.0,3.0,1.0,217.2908614,2.13149233,17242.28532849,five
1115,0.0,2.0,0.0,211.3208614,2.09845989,13706.80340082,five
1116,0.0,2.0,0.0,193.2688614,2.01926442,13516.47781569,five
1117,0.0,3.0,1.0,214.7368614,2.12449834,15319.35065207,five
1118,0.0,3.0,1.0,201.0168614,2.10454999,13094.210522,five
1119,0.0,3.0,1.0,226.4628614,2.32190325,17572.19994308,five
1120,0.0,2.0,0.0,159.6338614,1.78143368,6340.38078721,five
1121,0.0,3.0,1.0,201.9348614,1.94022786,12500.56686749,five
1122,0.0,3.0,1.0,211.8008614,2.09803323,13733.63684657,five
1123,0.0,3.0,1.0,189.8028614,1.91467227,12044.22461186,five
1124,0.0,3.0,1.0,198.6008614,2.01115404,13512.77788,five
1125,0.0,3.0,1.0,211.2548614,2.07731263,13534.03370702,five
1126,0.0,3.0,1.0,204.4168614,2.03368535,14748.10814068,five
1127,0.0,3.0,1.0,222.6188614,2.25147551,14513.15930173,five
1128,0.0,3.0,1.0,206.9548614,2.06666105,13778.03770377,five
1129,0.0,3.0,1.0,175.7348614,1.90247126,9847.82473627,five
1130,0.0,2.0,0.0,178.5388614,1.86408795,10124.72744022,five
1131,0.0,3.0,1.0,213.6448614,2.19338083,15399.36053877,five
1132,0.0,3.0,1.0,203.3488614,2.00936118,13495.20252804,five
1133,0.0,3.0,1.0,199.9668614,2.03949376,13436.64656485,five
1134,0.0,3.0,1.0,202.5388614,2.11322015,14753.5439041,five
1135,0.0,3.0,1.0,193.1698614,1.9194063,13072.87019201,five
1136,0.0,3.0,1.0,199.3888614,2.2250795,14037.38861021,five
1137,0.0,3.0,1.0,214.8848614,2.14854451,14945.87190352,five
1138,0.0,3.0,1.0,195.4668614,1.94585482,12046.50496769,five
1139,0.0,2.0,0.0,180.1428614,1.68550554,10686.68939944,five
1140,0.0,2.0,0.0,177.3308614,1.83892295,9223.0486764,five
1141,0.0,2.0,0.0,185.4128614,1.93984808,11749.992101,five
1142,0.0,2.0,0.0,187.3868614,2.11952729,10299.71187568,five
1143,0.0,2.0,0.0,202.7608614,2.0235121,12496.36718376,five
1144,0.0,3.0,1.0,187.7688614,1.9591151,11744.77643167,five
1145,0.0,3.0,1.0,179.4308614,1.9213765,11732.82508825,five
1146,0.0,3.0,1.0,208.3848614,2.05283625,14716.93108522,five
1147,0.0,2.0,0.0,199.5948614,2.0108811,13193.4546318,five
1148,0.0,3.0,1.0,214.3558614,2.0826517,15228.18159088,five
1149,0.0,3.0,1.0,209.7328614,2.1252533,15496.20724306,five
1150,0.0,2.0,0.0,201.6128614,2.01838054,13667.14342639,five
1151,0.0,3.0,1.0,187.7768614,1.80419515,10927.11757301,five
1152,0.0,3.0,1.0,207.6488614,2.20926066,12900.52136111,five
1153,0.0,3.0,1.0,195.9548614,2.07600308,12586.8028215,five
1154,0.0,2.0,0.0,191.9288614,2.00664092,12731.33107864,five
1155,0.0,3.0,1.0,192.1088614,1.94918347,11871.42647036,five
1156,0.0,3.0,1.0,197.6108614,2.24785515,13660.70338627,five
1157,0.0,3.0,1.0,171.0128614,1.94846947,9400.38384329,five
1158,0.0,2.0,0.0,210.8088614,2.19202258,13242.9376969,five
1159,0.0,3.0,1.0,205.1838614,2.3571087,12791.59489034,five
1160,0.0,3.0,1.0,190.0748614,1.93860368,11141.5373544,five
1161,0.0,2.0,0.0,188.1328614,1.96023321,12290.77514409,five
1162,0.0,3.0,1.0,213.3708614,2.19932428,14820.6446072,five
1163,0.0,3.0,1.0,203.6208614,1.9725109,12767.03297007,five
1164,0.0,2.0,0.0,170.6648614,1.86974515,7974.71243016,five
1165,0.0,3.0,1.0,185.0628614,2.0213961,10928.32630144,five
1166,0.0,3.0,1.0,198.0228614,1.94014029,12364.96594523,five
1167,0.0,2.0,0.0,193.4168614,1.99364804,12062.67046259,five
1168,0.0,3.0,1.0,197.7748614,2.15862859,12291.34913971,five
1169,0.0,3.0,1.0,209.1128614,2.03171144,14793.9348873,five
1170,0.0,3.0,1.0,186.2468614,1.96211498,11315.08863606,five
1171,0.0,3.0,1.0,213.0988614,2.3002013,15243.97553053,five
1172,0.0,3.0,1.0,214.3558614,2.0826517,15228.18159088,five
1173,0.0,3.0,1.0,212.4708614,2.19004752,14876.74509775,five
1174,0.0,2.0,0.0,181.1428614,1.95669937,10845.71837331,five
1175,0.0,3.0,1.0,165.7858614,1.81492431,9300.10913063,five
1176,0.0,2.0,0.0,208.3688614,2.16518068,14598.33255063,five
1177,0.0,3.0,1.0,191.1598614,1.98636032,12188.13366522,five
1178,0.0,2.0,0.0,181.0848614,1.84691324,9637.59388761,five
1179,0.0,3.0,1.0,180.5488614,1.81437358,10620.25549976,five
1180,0.0,3.0,1.0,207.2608614,2.00658944,14217.7881521,five
1181,0.0,3.0,1.0,206.0208614,2.29729242,13819.73446599,five
1182,0.0,3.0,1.0,216.5968614,2.14554091,15700.48819764,five
1183,0.0,2.0,0.0,182.1348614,1.88365638,9684.05376584,five
1184,0.0,3.0,1.0,181.5588614,1.99059782,11738.8928881,five
1185,0.0,3.0,1.0,193.8208614,1.9093637,11318.9490085,five
